1,2,291,488.255033557047
1,1,7,11.74496644295302
2,2,300,500.0
3,3,179.5,299.6661101836394
3,2,120,200.3338898163606
4,4,74,124.78920741989882
4,3,222.5,375.21079258010116
5,4,300,500.0
6,5,226.5,388.50771869639794
6,4,65,111.49228130360206
7,6,208,341.5435139573071
7,5,96.5,158.45648604269294
8,7,163,273.48993288590606
8,6,135,226.51006711409397
9,8,73,122.48322147651007
9,7,225,377.51677852348996
10,9,221.5,373.52445193929174
10,8,75,126.47554806070826
11,11,7,11.725293132328309
11,10,200,335.00837520938023
11,9,91.5,153.26633165829145
12,12,95,159.39597315436242
12,11,203,340.6040268456376
13,14,101,170.6081081081081
13,13,90,152.02702702702703
13,12,105,177.36486486486487
14,16,217,366.55405405405406
14,15,79,133.44594594594594
15,18,124,209.45945945945945
15,17,172,290.5405405405405
16,20,144,243.24324324324326
16,19,107,180.74324324324326
16,18,45,76.01351351351352
17,22,148,250.84745762711864
17,21,147,249.15254237288136
18,25,33,55.932203389830505
18,24,144,244.0677966101695
18,23,118,200.0
19,27,74,125.0
19,26,148,250.0
19,25,74,125.0
20,29,81,136.82432432432432
20,28,163,275.3378378378378
20,27,52,87.83783783783784
21,33,59,101.02739726027397
21,32,43,73.63013698630137
21,31,57,97.6027397260274
21,30,94,160.95890410958904
21,29,39,66.78082191780823
22,36,25,42.51700680272109
22,35,84,142.85714285714286
22,34,95,161.56462585034015
22,33,90,153.0612244897959
23,39,55,93.5374149659864
23,38,77,130.95238095238096
23,37,103,175.17006802721087
23,36,59 ,100.34013605442176
24,41,73,123.3108108108108
24,40,146,246.6216216216216
24,39,77,130.06756756756758
25,45,50,83.89261744966443
25,44,42,70.46979865771812
25,43,99,166.10738255033556
25,42,92,154.36241610738256
25,41,15,25.16778523489933
26,51,17,30.141843971631207
26,50,39,69.14893617021276
26,49,37,65.60283687943263
26,48,64,113.47517730496453
26,47,59,104.60992907801419
26,46,66,117.02127659574468
27,57,63,109.375
27,56,47,81.59722222222223
27,55,45,78.125
27,54,38,65.97222222222223
27,53,38,65.97222222222223
27,52,35,60.763888888888886
27,51,22,38.19444444444444
28,66,28,49.645390070921984
28,65,29,51.41843971631206
28,64,28,49.645390070921984
28,63,21,37.234042553191486
28,62,19,33.687943262411345
28,61,22,39.00709219858156
28,60,35,62.05673758865248
28,59,51,90.42553191489361
28,58,49,86.87943262411348
29,77,22,39.568345323741006
29,76,25,44.96402877697842
29,75,17,30.575539568345324
29,74,26,46.76258992805755
29,73,20,35.97122302158273
29,72,28,50.35971223021583
29,71,24,43.16546762589928
29,70,24,43.16546762589928
29,69,27,48.56115107913669
29,68,32,57.55395683453237
29,67,33,59.35251798561151
30,114,4,7.380073800738008
30,113,3,5.535055350553505
30,112,2,3.690036900369004
30,111,3,5.535055350553505
30,110,3,5.535055350553505
30,109,3,5.535055350553505
30,108,2,3.690036900369004
30,107,4,7.380073800738008
30,106,3,5.535055350553505
30,105,3,5.535055350553505
30,104,4,7.380073800738008
30,103,2,3.690036900369004
30,102,3,5.535055350553505
30,101,5,9.22509225092251
30,100,5,9.22509225092251
30,99,4,7.380073800738008
30,98,10,18.45018450184502
30,97,3,5.535055350553505
30,96,8,14.760147601476016
30,95,4,7.380073800738008
30,94,3,5.535055350553505
30,93,5,9.22509225092251
30,92,8,14.760147601476016
30,91,7,12.915129151291513
30,90,9,16.605166051660518
30,89,16,29.52029520295203
30,88,11,20.29520295202952
30,87,8,14.760147601476016
30,86,7,12.915129151291513
30,85,12,22.14022140221402
30,84,12,22.14022140221402
30,83,19,35.055350553505534
30,82,9,16.605166051660518
30,81,12,22.14022140221402
30,80,15,27.675276752767527
30,79,20,36.90036900369004
30,78,20,36.90036900369004
